nome,codigo,valor,intensidade,uf
PEDRÃO,2924108,3,s2,Bahia
TAMANDARÉ,2614857,0,si,Pernambuco
SÃO CRISTÓVÃO,2806701,1,s0,Sergipe
ABARÉ,2900207,5,s4,Bahia
VILA NOVA DO PIAUÍ,2211605,5,s4,Piauí
PERITORÓ,2108454,0,si,Maranhão
BONINAL,2904001,2,s1,Bahia
ITAGI,2915106,1,s0,Bahia
CRAVOLÂNDIA,2909505,1,s0,Bahia
JUNCO DO SERIDÓ,2507804,2,s1,Paraíba
SÃO BENTO,2110500,1,s0,Maranhão
DOM PEDRO,2103802,0,si,Maranhão
SÃO JOÃO DA FRONTEIRA,2209872,4,s3,Piauí
PEDRAS DE FOGO,2511202,2,s1,Paraíba
SÃO JOÃO DA CANABRAVA,2209856,5,s4,Piauí
BARRA DE SÃO MIGUEL,2501708,3,s2,Paraíba
SANTO ESTÊVÃO,2928802,3,s2,Bahia
SÃO JOÃO DOS PATOS,2111102,2,s1,Maranhão
BOA VISTA DO TUPIM,2903805,2,s1,Bahia
FLORIANO,2203909,3,s2,Piauí
ITAPECURU MIRIM,2105401,0,si,Maranhão
FELIZ DESERTO,2702702,0,si,Alagoas
CENTRAL DO MARANHÃO,2103125,3,s2,Maranhão
ACARAPE,2300150,4,s3,Ceará
ITAPARICA,2916104,1,s0,Bahia
SANTA TEREZINHA,2928505,2,s1,Bahia
MATA GRANDE,2705002,4,s3,Alagoas
SANTANA DOS GARROTES,2513604,2,s1,Paraíba
LAGOA DOS GATOS,2608701,2,s1,Pernambuco
CAMPO GRANDE,2701506,1,s0,Alagoas
TABIRA,2614600,3,s2,Pernambuco
GADO BRAVO,2506251,2,s1,Paraíba
RIO TINTO,2512903,2,s1,Paraíba
JOSÉ DA PENHA,2406007,2,s1,Rio Grande do Norte
BANANEIRAS,2501500,2,s1,Paraíba
PINTADAS,2924652,2,s1,Bahia
BREJINHO,2602506,2,s1,Pernambuco
SÃO DOMINGOS,2513968,2,s1,Paraíba
DOM BASÍLIO,2910107,3,s2,Bahia
MUNIZ FERREIRA,2922201,1,s0,Bahia
MAETINGA,2919959,3,s2,Bahia
PACATUBA,2804904,1,s0,Sergipe
CALDEIRÃO GRANDE,2905503,1,s0,Bahia
QUIPAPÁ,2611507,2,s1,Pernambuco
NOVA REDENÇÃO,2922854,2,s1,Bahia
SAIRÉ,2612000,3,s2,Pernambuco
JABOATÃO DOS GUARARAPES,2607901,1,s0,Pernambuco
OLIVEIRA DOS BREJINHOS,2923209,2,s1,Bahia
ARARIPE,2301307,5,s4,Ceará
SALOÁ,2612307,3,s2,Pernambuco
JARDIM DE ANGICOS,2405504,2,s1,Rio Grande do Norte
SANTA BRÍGIDA,2927606,2,s1,Bahia
PARANATAMA,2610301,3,s2,Pernambuco
MOMBAÇA,2308500,5,s4,Ceará
PIMENTEIRAS,2208106,5,s4,Piauí
MORRO DO CHAPÉU DO PIAUÍ,2206670,1,s0,Piauí
ITAMARI,2915700,1,s0,Bahia
SÃO GABRIEL,2929255,1,s0,Bahia
CAIÇARA,2503605,2,s1,Paraíba
QUIJINGUE,2925907,1,s0,Bahia
BOM JARDIM,2102002,1,s0,Maranhão
CACULÉ,2905008,4,s3,Bahia
TRAIPU,2709202,1,s0,Alagoas
EUSÉBIO,2304285,4,s3,Ceará
BREJO DO PIAUÍ,2201988,4,s3,Piauí
PESQUEIRA,2610905,5,s4,Pernambuco
COLÔNIA DO PIAUÍ,2202778,4,s3,Piauí
SERRA DOURADA,2930303,4,s3,Bahia
UNIÃO,2211100,2,s1,Piauí
LAGOA DE SÃO FRANCISCO,2205573,4,s3,Piauí
VISTA SERRANA,2505501,1,s0,Paraíba
PORTO SEGURO,2925303,0,si,Bahia
BOCAINA,2201804,5,s4,Piauí
MATINA,2921054,4,s3,Bahia
ITAREMA,2306553,4,s3,Ceará
IBIMIRIM,2606606,4,s3,Pernambuco
SÃO VICENTE DO SERIDÓ,2515401,2,s1,Paraíba
BARREIRAS,2903201,3,s2,Bahia
PRESIDENTE VARGAS,2109304,0,si,Maranhão
SÃO VICENTE FÉRRER,2613800,2,s1,Pernambuco
JACARÉ DOS HOMENS,2703403,2,s1,Alagoas
TIMON,2112209,2,s1,Maranhão
LENÇÓIS,2919306,2,s1,Bahia
MACARANI,2919702,2,s1,Bahia
PAQUETÁ,2207553,4,s3,Piauí
BAIXIO,2301802,2,s1,Ceará
CACIMBA DE AREIA,2503407,1,s0,Paraíba
SENADOR GEORGINO AVELINO,2413201,0,si,Rio Grande do Norte
SANTO AMARO,2928604,2,s1,Bahia
MERUOCA,2308203,4,s3,Ceará
SAUBARA,2929750,1,s0,Bahia
CAMAMU,2905800,1,s0,Bahia
AGUIARNÓPOLIS,1700301,2,s1,Tocantins
SANTA CRUZ,2513208,2,s1,Paraíba
PINDARÉ-MIRIM,2108504,0,si,Maranhão
OLHO D'ÁGUA DO BORGES,2408409,2,s1,Rio Grande do Norte
SÃO JOSÉ DA TAPERA,2708402,2,s1,Alagoas
PEDRA MOLE,2805000,1,s0,Sergipe
CACHOEIRA GRANDE,2102374,1,s0,Maranhão
UNIÃO DOS PALMARES,2709301,2,s1,Alagoas
PEDRINHAS,2805109,1,s0,Sergipe
CUMARU,2604908,3,s2,Pernambuco
RIBEIRA DO AMPARO,2926509,1,s0,Bahia
BREJO DOS SANTOS,2502904,1,s0,Paraíba
DIAS D'ÁVILA,2910057,1,s0,Bahia
BANDEIRA,3105202,1,s0,Minas Gerais
NOVA SANTA RITA,2207959,4,s3,Piauí
IELMO MARINHO,2404606,0,si,Rio Grande do Norte
NOVA OLINDA DO MARANHÃO,2107357,0,si,Maranhão
FRONTEIRAS,2204303,5,s4,Piauí
SENTO SÉ,2930204,3,s2,Bahia
REGENERAÇÃO,2208809,3,s2,Piauí
ALTO ALEGRE DO MARANHÃO,2100436,0,si,Maranhão
IPECAETÁ,2913804,3,s2,Bahia
MARCAÇÃO,2509057,2,s1,Paraíba
CAAPORÃ,2503001,2,s1,Paraíba
IBITIARA,2913002,2,s1,Bahia
ARACATU,2902005,3,s2,Bahia
AÇU,2400208,3,s2,Rio Grande do Norte
CAJUEIRO DA PRAIA,2202083,1,s0,Piauí
ALTO LONGÁ,2200301,4,s3,Piauí
ELISEU MARTINS,2203602,3,s2,Piauí
ERERÊ,2304277,2,s1,Ceará
PAULO JACINTO,2706604,2,s1,Alagoas
CAMOCIM DE SÃO FÉLIX,2603504,3,s2,Pernambuco
BRUMADO,2904605,3,s2,Bahia
BOA VISTA,2502151,2,s1,Paraíba
MIGUEL CALMON,2921203,1,s0,Bahia
IMPERATRIZ,2105302,2,s1,Maranhão
CAMPINA GRANDE,2504009,2,s1,Paraíba
SOUTO SOARES,2930808,2,s1,Bahia
CARNAUBAIS,2402501,4,s3,Rio Grande do Norte
VIEIRÓPOLIS,2517209,2,s1,Paraíba
OLHO D'ÁGUA DO PIAUÍ,2207108,3,s2,Piauí
SANTO ANTÔNIO,2411502,1,s0,Rio Grande do Norte
SÃO JOSÉ DE PRINCESA,2514552,3,s2,Paraíba
ITAMBÉ,2915809,3,s2,Bahia
SANTANA DO SÃO FRANCISCO,2806404,1,s0,Sergipe
IRECÊ,2914604,1,s0,Bahia
CARRAPATEIRA,2504108,2,s1,Paraíba
TAMBORIL DO PIAUÍ,2210953,4,s3,Piauí
VICÊNCIA,2616308,2,s1,Pernambuco
UMBUZEIRO,2517001,2,s1,Paraíba
AFOGADOS DA INGAZEIRA,2600104,3,s2,Pernambuco
NOVA COLINAS,2107258,3,s2,Maranhão
OEIRAS,2207009,4,s3,Piauí
PATOS,2510808,1,s0,Paraíba
SIMPLÍCIO MENDES,2210805,4,s3,Piauí
LAGOA DO PIAUÍ,2205581,3,s2,Piauí
CASINHAS,2604155,2,s1,Pernambuco
ITATIRA,2306603,5,s4,Ceará
MOREILÂNDIA,2614303,5,s4,Pernambuco
JUAZEIRO DO PIAUÍ,2205516,4,s3,Piauí
PARANÁ,2408607,2,s1,Rio Grande do Norte
SANTANA DO ACARAÚ,2312007,4,s3,Ceará
PALMÓPOLIS,3146750,0,si,Minas Gerais
SALGADINHO,2513000,2,s1,Paraíba
MULUNGU,2309102,5,s4,Ceará
GILBUÉS,2204402,3,s2,Piauí
SÃO MIGUEL DO TAPUIO,2210409,4,s3,Piauí
MOSSORÓ,2408003,3,s2,Rio Grande do Norte
IBIRAJUBA,2606705,3,s2,Pernambuco
ESPERANTINA,2203701,1,s0,Piauí
CERRO CORÁ,2402709,2,s1,Rio Grande do Norte
CARRASCO BONITO,1703891,1,s0,Tocantins
SÃO MIGUEL DA BAIXA GRANDE,2210383,3,s2,Piauí
SÃO MIGUEL DOS MILAGRES,2708709,0,si,Alagoas
SÃO VICENTE,2413003,2,s1,Rio Grande do Norte
LIVRAMENTO DE NOSSA SENHORA,2919504,3,s2,Bahia
PORTO CALVO,2707305,0,si,Alagoas
SÃO JOSÉ DE CAIANA,2514305,2,s1,Paraíba
SENADOR LA ROCQUE,2111763,2,s1,Maranhão
PAU BRASIL,2923902,1,s0,Bahia
MONSENHOR GIL,2206407,3,s2,Piauí
TACAIMBÓ,2614709,4,s3,Pernambuco
PORTO ALEGRE DO PIAUÍ,2208551,2,s1,Piauí
BENTO FERNANDES,2401602,1,s0,Rio Grande do Norte
SERRA DO RAMALHO,2930154,4,s3,Bahia
ANTÔNIO ALMEIDA,2200806,2,s1,Piauí
TRACUNHAÉM,2615508,2,s1,Pernambuco
MACAMBIRA,2803708,1,s0,Sergipe
SÃO JOSÉ DO DIVINO,2210052,2,s1,Piauí
JATOBÁ DO PIAUÍ,2205276,4,s3,Piauí
VITÓRIA DO MEARIM,2112902,0,si,Maranhão
ARÊS,2401206,0,si,Rio Grande do Norte
CARACOL,2202505,4,s3,Piauí
GRACHO CARDOSO,2802601,1,s0,Sergipe
IBIPEBA,2912400,2,s1,Bahia
CABACEIRAS DO PARAGUAÇU,2904852,2,s1,Bahia
IUIU,2917334,4,s3,Bahia
JACARAÚ,2507309,2,s1,Paraíba
MESSIAS TARGINO,2407609,1,s0,Rio Grande do Norte
PINDORETAMA,2310852,4,s3,Ceará
ALAGOINHA,2500502,2,s1,Paraíba
PRIMEIRA CRUZ,2109403,3,s2,Maranhão
SÃO PEDRO DA ÁGUA BRANCA,2111532,1,s0,Maranhão
LAGOA DO CARRO,2608453,2,s1,Pernambuco
PLANALTINO,2924900,2,s1,Bahia
DIAMANTE,2505600,2,s1,Paraíba
SENADOR ELÓI DE SOUZA,2413102,1,s0,Rio Grande do Norte
BALSAS,2101400,3,s2,Maranhão
BARRA DE SANTO ANTÔNIO,2700508,0,si,Alagoas
JABORANDI,2917359,4,s3,Bahia
BARAÚNA,2501534,2,s1,Paraíba
NEÓPOLIS,2804409,1,s0,Sergipe
ITAINÓPOLIS,2205003,4,s3,Piauí
SÃO JOÃO DO CARIRI,2514008,3,s2,Paraíba
HIDROLÂNDIA,2305209,4,s3,Ceará
PALMEIRÂNDIA,2107605,1,s0,Maranhão
SANTO INÁCIO DO PIAUÍ,2209500,4,s3,Piauí
ITABUNA,2914802,1,s0,Bahia
RIACHO DA CRUZ,2410702,2,s1,Rio Grande do Norte
ITAPIÚNA,2306504,5,s4,Ceará
MANOEL VITORINO,2920403,2,s1,Bahia
ALAGOINHA DO PIAUÍ,2200251,5,s4,Piauí
SERRA NEGRA DO NORTE,2413409,1,s0,Rio Grande do Norte
SIRINHAÉM,2614204,0,si,Pernambuco
FORTUNA,2104206,0,si,Maranhão
AFONSO CUNHA,2100105,1,s0,Maranhão
MARCO,2307809,4,s3,Ceará
PORTO REAL DO COLÉGIO,2707503,1,s0,Alagoas
JATOBÁ,2105450,0,si,Maranhão
TRINDADE,2615607,5,s4,Pernambuco
COCAL,2202703,1,s0,Piauí
DOM ELISEU,1502939,1,s0,Pará
SIGEFREDO PACHECO,2210656,4,s3,Piauí
SÃO JOÃO BATISTA,2111003,0,si,Maranhão
UTINGA,2932804,2,s1,Bahia
CRATO,2304202,4,s3,Ceará
FRANCISCO DANTAS,2403905,2,s1,Rio Grande do Norte
UPANEMA,2414605,2,s1,Rio Grande do Norte
TACARATU,2614808,4,s3,Pernambuco
SAÚDE,2929800,1,s0,Bahia
SANTA CRUZ CABRÁLIA,2927705,0,si,Bahia
PACOTI,2309805,5,s4,Ceará
NOVA ITARANA,2922805,2,s1,Bahia
MAMANGUAPE,2508901,2,s1,Paraíba
SÃO MIGUEL DO TOCANTINS,1720200,2,s1,Tocantins
ICAPUÍ,2305357,4,s3,Ceará
ALTO DO RODRIGUES,2400703,4,s3,Rio Grande do Norte
PARAIBANO,2107704,1,s0,Maranhão
GUANAMBI,2911709,4,s3,Bahia
ÁGUA DOCE DO MARANHÃO,2100154,0,si,Maranhão
CARNEIROS,2701803,2,s1,Alagoas
IPUBI,2607307,5,s4,Pernambuco
PRESIDENTE JUSCELINO,2109205,1,s0,Maranhão
MUTUÍPE,2922409,1,s0,Bahia
MUNDO NOVO,2922102,2,s1,Bahia
UBAÍRA,2932101,1,s0,Bahia
SÃO DOMINGOS,5219803,3,s2,Goiás
RIACHO DE SANTANA,2410801,2,s1,Rio Grande do Norte
LUÍS DOMINGUES,2106201,2,s1,Maranhão
RIBEIRA DO POMBAL,2926608,1,s0,Bahia
IGRAPIÚNA,2913457,1,s0,Bahia
CHÃ PRETA,2701902,2,s1,Alagoas
JAÇANÃ,2405009,2,s1,Rio Grande do Norte
GUAJERU,2911659,3,s2,Bahia
CAPELA,2701704,2,s1,Alagoas
CHAPADINHA,2103208,1,s0,Maranhão
CAMPOS LINDOS,1703842,3,s2,Tocantins
AGRESTINA,2600302,3,s2,Pernambuco
FILADÉLFIA,1707702,2,s1,Tocantins
PEDRO VELHO,2409803,1,s0,Rio Grande do Norte
PINDAÍ,2924504,4,s3,Bahia
ITABERABA,2914703,2,s1,Bahia
ITAÚ,2404903,2,s1,Rio Grande do Norte
PEREIRO,2310803,2,s1,Ceará
JIQUIRIÇÁ,2918209,1,s0,Bahia
CAMPO GRANDE DO PIAUÍ,2202133,5,s4,Piauí
ITABI,2803104,1,s0,Sergipe
JAGUARARI,2917706,4,s3,Bahia
GOVERNADOR DIX-SEPT ROSADO,2404309,3,s2,Rio Grande do Norte
GOIANINHA,2404200,1,s0,Rio Grande do Norte
CONCEIÇÃO DO ALMEIDA,2908309,1,s0,Bahia
IRARÁ,2914505,3,s2,Bahia
SANTA TERESINHA,2513802,1,s0,Paraíba
CONCEIÇÃO DO COITÉ,2908408,2,s1,Bahia
BELO MONTE,2700904,1,s0,Alagoas
ESTÂNCIA,2802106,1,s0,Sergipe
AUGUSTO SEVERO,2401305,2,s1,Rio Grande do Norte
PACATUBA,2309706,4,s3,Ceará
TAPIRAMUTÁ,2931301,2,s1,Bahia
GAVIÃO,2911253,2,s1,Bahia
FERNANDO DE NORONHA,2605459,0,si,Pernambuco
MADRE DE DEUS,2919926,1,s0,Bahia
PAULISTANA,2207801,5,s4,Piauí
LAGARTO,2803500,1,s0,Sergipe
INHUMA,2204709,4,s3,Piauí
CORDEIROS,2909000,3,s2,Bahia
SÃO BENTINHO,2513927,1,s0,Paraíba
CIDELÂNDIA,2103257,2,s1,Maranhão
CONDADO,2604601,2,s1,Pernambuco
CAATIBA,2904803,3,s2,Bahia
SÃO FRANCISCO,2806909,1,s0,Sergipe
EXTREMOZ,2403608,0,si,Rio Grande do Norte
ALTO ALEGRE DO PINDARÉ,2100477,1,s0,Maranhão
GENERAL SAMPAIO,2304608,5,s4,Ceará
PUXINANÃ,2512408,2,s1,Paraíba
POMBAL,2512101,2,s1,Paraíba
ARNEIROZ,2301505,4,s3,Ceará
CANARANA,2906204,1,s0,Bahia
IGUAÍ,2913507,2,s1,Bahia
AMARGOSA,2901007,1,s0,Bahia
MIRANDIBA,2609303,4,s3,Pernambuco
SOLEDADE,2516102,2,s1,Paraíba
MOITA BONITA,2804102,1,s0,Sergipe
VÁRZEA NOVA,2933158,1,s0,Bahia
TAPEROÁ,2516508,2,s1,Paraíba
GENERAL MAYNARD,2802502,1,s0,Sergipe
SÃO MIGUEL DO FIDALGO,2210391,4,s3,Piauí
BACABEIRA,2101251,1,s0,Maranhão
CONDADO,2504504,1,s0,Paraíba
QUIXERÉ,2311504,4,s3,Ceará
MURITIBA,2922300,1,s0,Bahia
ITAJUÍPE,2915502,1,s0,Bahia
RIO DO ANTÔNIO,2926806,3,s2,Bahia
SERRINHA,2413508,1,s0,Rio Grande do Norte
TABULEIRO DO NORTE,2313104,4,s3,Ceará
MORRINHOS,2308906,4,s3,Ceará
SÍTIO DO QUINTO,2930766,1,s0,Bahia
SENHOR DO BONFIM,2930105,4,s3,Bahia
ITAPÉ,2916203,1,s0,Bahia
SERRANO DO MARANHÃO,2111789,3,s2,Maranhão
GANDU,2911204,1,s0,Bahia
JAPI,2405405,2,s1,Rio Grande do Norte
NOVA IORQUE,2107308,2,s1,Maranhão
ITAQUITINGA,2607802,2,s1,Pernambuco
SANTANA,2928208,4,s3,Bahia
ANAPURUS,2100808,1,s0,Maranhão
SANTANA DO PIAUÍ,2209351,5,s4,Piauí
MATIAS CARDOSO,3140852,4,s3,Minas Gerais
BARREIRAS DO PIAUÍ,2201309,3,s2,Piauí
GRAÇA,2304657,4,s3,Ceará
BEBERIBE,2302206,4,s3,Ceará
MIRAÍMA,2308377,5,s4,Ceará
IGREJA NOVA,2703205,1,s0,Alagoas
SÃO JOÃO DO SOTER,2111078,0,si,Maranhão
ANÍSIO DE ABREU,2200707,4,s3,Piauí
DONA INÊS,2505709,2,s1,Paraíba
MURICI DOS PORTELAS,2206696,1,s0,Piauí
PARNAÍBA,2207702,1,s0,Piauí
BERTOLÍNIA,2201705,3,s2,Piauí
SANTANA DO MARANHÃO,2110237,0,si,Maranhão
NOVA ESPERANÇA DO PIRIÁ,1504950,0,si,Pará
TORITAMA,2615409,4,s3,Pernambuco
TEIXEIRA DE FREITAS,2931350,0,si,Bahia
MIRANTE,2921450,3,s2,Bahia
COLÔNIA LEOPOLDINA,2702108,1,s0,Alagoas
CARLOS CHAGAS,3113701,0,si,Minas Gerais
CAJAZEIRAS DO PIAUÍ,2202075,3,s2,Piauí
MAR VERMELHO,2704906,2,s1,Alagoas
CONCEIÇÃO DA BARRA,3201605,0,si,Espírito Santo
PARNARAMA,2107803,1,s0,Maranhão
CAMPINAS DO PIAUÍ,2202109,4,s3,Piauí
PENALVA,2108306,0,si,Maranhão
OLHO D'ÁGUA DO CASADO,2705804,2,s1,Alagoas
TAUÁ,2313302,5,s4,Ceará
MATA VERDE,3140555,1,s0,Minas Gerais
PINDOBA,2707008,2,s1,Alagoas
TUTÓIA,2112506,0,si,Maranhão
FARIAS BRITO,2304301,3,s2,Ceará
IGAPORÃ,2913408,4,s3,Bahia
DIRCEU ARCOVERDE,2203354,3,s2,Piauí
NORDESTINA,2922656,1,s0,Bahia
MEDEIROS NETO,2921104,0,si,Bahia
JOAQUIM PIRES,2205409,1,s0,Piauí
SANTA MARIA DO CAMBUCÁ,2612703,3,s2,Pernambuco
POÇO VERDE,2805505,1,s0,Sergipe
BARBALHA,2301901,4,s3,Ceará
CAMPO ALEGRE DO FIDALGO,2202117,4,s3,Piauí
PALMARES,2610004,2,s1,Pernambuco
SÃO DOMINGOS DO MARANHÃO,2110708,0,si,Maranhão
ARAPIRACA,2700300,1,s0,Alagoas
ESPERANTINA,1707405,1,s0,Tocantins
JACOBINA,2917508,1,s0,Bahia
BELO CAMPO,2903508,3,s2,Bahia
ITAPIPOCA,2306405,5,s4,Ceará
VENHA-VER,2414753,2,s1,Rio Grande do Norte
ITAPOROROCA,2507101,2,s1,Paraíba
ANTONINA DO NORTE,2300804,4,s3,Ceará
BOM PRINCÍPIO DO PIAUÍ,2201919,1,s0,Piauí
ALTINHO,2600807,3,s2,Pernambuco
PAÇO DO LUMIAR,2107506,3,s2,Maranhão
PATU,2409308,2,s1,Rio Grande do Norte
FORMOSA DA SERRA NEGRA,2104099,2,s1,Maranhão
ABAIARA,2300101,3,s2,Ceará
LUCENA,2508604,2,s1,Paraíba
JUREMA,2608404,2,s1,Pernambuco
JOÃO LISBOA,2105500,2,s1,Maranhão
ALEGRETE DO PIAUÍ,2200277,5,s4,Piauí
CURRAL NOVO DO PIAUÍ,2203271,5,s4,Piauí
WALL FERRAZ,2211704,4,s3,Piauí
ARARENDÁ,2301257,4,s3,Ceará
MATA ROMA,2106409,1,s0,Maranhão
VERTENTES,2616209,3,s2,Pernambuco
SANTA BÁRBARA,2927507,3,s2,Bahia
AURELINO LEAL,2902401,1,s0,Bahia
ARARUNA,2501005,2,s1,Paraíba
MORROS,2107100,2,s1,Maranhão
DAMIÃO,2505352,2,s1,Paraíba
MIRANDA DO NORTE,2106755,0,si,Maranhão
LICÍNIO DE ALMEIDA,2919405,4,s3,Bahia
DOM EXPEDITO LOPES,2203404,4,s3,Piauí
JUCÁS,2307403,3,s2,Ceará
SOBRADINHO,2930774,3,s2,Bahia
SUMÉ,2516300,3,s2,Paraíba
ESTRELA DE ALAGOAS,2702553,2,s1,Alagoas
JUSSARI,2918555,1,s0,Bahia
PINHÃO,2805208,1,s0,Sergipe
MONTE SANTO,2921500,3,s2,Bahia
ARARI,2101004,0,si,Maranhão
RIO REAL,2927002,1,s0,Bahia
IBIARA,2506608,3,s2,Paraíba
LAGOA,2508109,1,s0,Paraíba
BURITICUPU,2102325,1,s0,Maranhão
AMONTADA,2300754,4,s3,Ceará
TOBIAS BARRETO,2807402,1,s0,Sergipe
SÃO DOMINGOS,2928950,2,s1,Bahia
CAMPO FORMOSO,2906006,4,s3,Bahia
FEIRA DA MATA,2910776,4,s3,Bahia
BARRA DE GUABIRABA,2601300,2,s1,Pernambuco
MORPARÁ,2921609,2,s1,Bahia
VITÓRIA DE SANTO ANTÃO,2616407,2,s1,Pernambuco
MONSENHOR TABOSA,2308609,5,s4,Ceará
CAMACAN,2905602,1,s0,Bahia
LAGOA GRANDE DO MARANHÃO,2105963,0,si,Maranhão
NOVA VIÇOSA,2923001,0,si,Bahia
PENAFORTE,2310605,4,s3,Ceará
ÁGUA FRIA,2900405,3,s2,Bahia
FRANCINÓPOLIS,2204006,4,s3,Piauí
COITÉ DO NÓIA,2702009,1,s0,Alagoas
ARAÇÁS,2902054,1,s0,Bahia
BUÍQUE,2602803,4,s3,Pernambuco
AMPARO DE SÃO FRANCISCO,2800100,1,s0,Sergipe
BELMONTE,2903409,1,s0,Bahia
CACHOEIRINHA,2603108,4,s3,Pernambuco
MONTE DAS GAMELEIRAS,2407906,2,s1,Rio Grande do Norte
BETÂNIA DO PIAUÍ,2201739,5,s4,Piauí
CRUZ DAS ALMAS,2909802,1,s0,Bahia
ITAGIBÁ,2915205,1,s0,Bahia
AROEIRAS DO ITAIM,2200954,4,s3,Piauí
ARATUÍPE,2902302,1,s0,Bahia
CARMÓPOLIS,2801504,1,s0,Sergipe
RIACHÃO,2512747,2,s1,Paraíba
SANTALUZ,2928000,2,s1,Bahia
BARRA DO CHOÇA,2902906,3,s2,Bahia
NOVO LINO,2705606,0,si,Alagoas
IBIRATAIA,2912905,1,s0,Bahia
BARRA DE SÃO MIGUEL,2700607,0,si,Alagoas
BELÉM DO PIAUÍ,2201572,5,s4,Piauí
SEBASTIÃO LARANJEIRAS,2930006,4,s3,Bahia
CENTRO NOVO DO MARANHÃO,2103174,1,s0,Maranhão
SENADOR RUI PALMEIRA,2708956,2,s1,Alagoas
MACAJUBA,2919603,2,s1,Bahia
MAIQUINIQUE,2920007,1,s0,Bahia
SÃO BRAZ DO PIAUÍ,2209559,4,s3,Piauí
JUSSARA,2918506,1,s0,Bahia
ALGODÃO DE JANDAÍRA,2500577,2,s1,Paraíba
SALTO DA DIVISA,3157104,1,s0,Minas Gerais
CARIRA,2801405,1,s0,Sergipe
NOSSA SENHORA DO SOCORRO,2804805,1,s0,Sergipe
IPIRÁ,2914000,2,s1,Bahia
JUCURUTU,2406106,2,s1,Rio Grande do Norte
CONGO,2504702,3,s2,Paraíba
LAGOA ALEGRE,2205557,3,s2,Piauí
BREJO GRANDE,2800704,0,si,Sergipe
SÃO ROBERTO,2111672,0,si,Maranhão
CARAVELAS,2906907,0,si,Bahia
CORRENTES,2604700,2,s1,Pernambuco
BELÉM DO SÃO FRANCISCO,2601607,5,s4,Pernambuco
BARRA DE SANTANA,2501575,2,s1,Paraíba
BRASILEIRA,2201960,4,s3,Piauí
CANHOBA,2801108,1,s0,Sergipe
LAGOA SECA,2508307,2,s1,Paraíba
MORADA NOVA,2308708,4,s3,Ceará
CACHOEIRA DOS ÍNDIOS,2503308,2,s1,Paraíba
SEBASTIÃO LEAL,2210631,4,s3,Piauí
CACIMBAS,2503555,1,s0,Paraíba
SÃO JOÃO DO ARAGUAIA,1507508,1,s0,Pará
CORURIPE,2702306,0,si,Alagoas
ACAJUTIBA,2900306,1,s0,Bahia
NOSSA SENHORA DA GLÓRIA,2804508,1,s0,Sergipe
ALAGOA GRANDE,2500304,2,s1,Paraíba
ARAGUANÃ,2100873,0,si,Maranhão
SIMÃO DIAS,2807105,1,s0,Sergipe
PILÕES,2410009,2,s1,Rio Grande do Norte
CONCEIÇÃO DA FEIRA,2908200,2,s1,Bahia
GOVERNADOR NEWTON BELLO,2104651,0,si,Maranhão
EQUADOR,2403400,2,s1,Rio Grande do Norte
BEQUIMÃO,2101905,3,s2,Maranhão
CAMPOS BELOS,5204904,3,s2,Goiás
SÃO CAITANO,2613107,4,s3,Pernambuco
GAMELEIRA,2605905,1,s0,Pernambuco
BATALHA,2700706,2,s1,Alagoas
MATIAS OLÍMPIO,2206100,1,s0,Piauí
SÃO JOSÉ DO BELMONTE,2613503,4,s3,Pernambuco
PILÃO ARCADO,2924405,3,s2,Bahia
FEIRA NOVA,2802205,1,s0,Sergipe
SERRA TALHADA,2613909,4,s3,Pernambuco
BANZAÊ,2902658,1,s0,Bahia
SÃO MATEUS DO MARANHÃO,2111508,0,si,Maranhão
ARAME,2100956,1,s0,Maranhão
OURO VELHO,2510600,3,s2,Paraíba
LIMOEIRO,2608909,2,s1,Pernambuco
MARCELINO VIEIRA,2407302,2,s1,Rio Grande do Norte
JOÃO PESSOA,2507507,2,s1,Paraíba
TIBAU,2411056,3,s2,Rio Grande do Norte
ITAITINGA,2306256,4,s3,Ceará
PARAIPABA,2310258,5,s4,Ceará
PIRAPEMAS,2108801,0,si,Maranhão
IGARAPÉ DO MEIO,2105153,0,si,Maranhão
PARATINGA,2923704,3,s2,Bahia
URUÇUCA,2932705,1,s0,Bahia
VILA FLOR,2415008,0,si,Rio Grande do Norte
JARDIM,2307106,4,s3,Ceará
TOCANTINÓPOLIS,1721208,2,s1,Tocantins
TURURU,2313559,5,s4,Ceará
NOVO ORIENTE DO PIAUÍ,2206902,4,s3,Piauí
CARIRIAÇU,2303204,3,s2,Ceará
BEZERROS,2601904,3,s2,Pernambuco
PRESIDENTE TANCREDO NEVES,2925758,1,s0,Bahia
SOBRADO,2515971,2,s1,Paraíba
PIRAMBU,2805307,1,s0,Sergipe
BRANQUINHA,2701100,2,s1,Alagoas
SAMPAIO,1718808,1,s0,Tocantins
CANAVIEIRA,2202251,3,s2,Piauí
ARAIOSES,2100907,1,s0,Maranhão
SANTA CECÍLIA,2513158,3,s2,Paraíba
IRAUÇUBA,2306108,5,s4,Ceará
BOM JESUS,2502201,2,s1,Paraíba
MARAÚ,2920700,1,s0,Bahia
BOA VENTURA,2502102,2,s1,Paraíba
COIVARAS,2202737,3,s2,Piauí
JATOBÁ,2608057,3,s2,Pernambuco
IRAMAIA,2914307,2,s1,Bahia
SÃO DOMINGOS DO CARIRI,2513943,3,s2,Paraíba
SANTA INÊS,2513356,3,s2,Paraíba
